date,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation
2016-09-30,0.2695,31545608154.75,2060764507.75,2503644233.92,,12027702639.08,12028370413.88,405332268.91,762690533.19,12507337.91,2688910538,12011012402.71,-4311315962.59,27287972814.25,604069393.9,81476000.0,-560428575.7,1057064122.24,30821502833.13,1204499470.9,,9531467.08,6076139193.36,-717265619.73,,215099912.6,13525856015.51,-81707173.85,61393463934.79,41804697227.33,,,6076139193.36,442934728.27,1066929417.0,-55707876.13,667774.8,27260794476.97,30090031363.14,4879747827.87,,80891141043.14,2689093829.0,19497677108.35,2104576671.05,724710787.01,119208087.29,851829504.4,2435208129.94,0.2695,3194490889.37,9448684701.62,2689093829.0,754854836.67,-600000000.0,137570053.9,3560708356.16,-466425454.66,724710787.01,44999188116.7,11293746782.98,14984148400.11,-73184125.08,-1032891450.61,,,,,,,,,,,,,
2016-12-31,,31622553105.97,2767112532.91,2618786368.57,,11966824292.56,11970884563.1,492061453.87,915075655.96,52149059.2,2688910538,11293746782.98,-3707773150.79,25985122206.41,898150273.05,672040977.38,-803111315.82,842604807.85,30247799490.98,1207015309.14,,18930860.37,6561086936.04,-314002908.86,,112772600.11,14138419230.9,-1573963637.41,60266897480.21,41113356716.05,,,6561086936.04,589680096.86,990491092.09,-166024202.7,4060270.54,26786408314.56,27292754755.34,5847987408.43,,82742718053.46,,22475820573.25,2836283970.28,739225893.4,123129948.45,877718491.98,2500854937.35,,4794896007.6,9627798513.11,,940809201.78,-800510000.0,216524217.05,3461391176.42,-2112507219.68,739225893.4,45908252723.65,10979743874.12,16415757412.14,651971199.75,-131891825.94,,,,,,,,,,,,,
2017-03-31,0.3717,32676203957.26,2673657525.24,2783833147.33,,13814215571.74,13815496725.94,515615095.58,1411563698.74,50813538.42,2688910538,10979743874.12,-3752407894.39,28428636062.8,695959316.85,,-414911198.15,1318005605.13,33129488088.64,1588458853.57,,18930860.37,6836488327.84,1563652530.61,,272291296.57,15136861128.44,-485156578.0,65247333446.54,46076054797.0,,,6836488327.84,636082533.6,1413105095.08,-38670917.36,1281154.2,29027649336.18,30916697321.87,6449525636.78,,88868767879.88,2688691940.0,23621434433.34,2835263776.39,999386794.18,132016045.3,1140813798.51,2682352458.87,0.3717,4869848855.33,12355411182.33,2688691940.0,886436226.23,-1400000000.0,175353758.49,4101838752.46,-801977510.57,999386794.18,50945903652.33,12543396404.73,15487039069.52,-157423448.41,-216814290.35,,,,,,,,,,,,,
2017-06-30,,32547744481.15,2665762252.3,2826276853.76,,14033541829.12,14035902831.4,565059383.21,2498288169.13,83714660.22,2688910538,12543396404.73,-5701779919.56,28434676823.16,876380972.12,,-554853578.77,1330097802.63,32649384889.96,1589702465.93,,34474799.35,7266255517.12,378882961.57,,275302734.2,15094588904.17,-139487862.38,66543936544.19,47668827562.07,,,7266255517.12,634271361.87,1341636673.28,328418268.2,2361002.28,28493010233.57,31471513153.38,6317414811.55,,90536767629.09,,23992831084.9,2894502030.3,925735569.8,152681533.08,1066333939.08,2740340807.52,,5021021470.1,12584435311.79,,1085783180.71,-2450000000.0,248065792.65,4156374656.39,-532127556.67,925735569.8,52689849032.17,12922279366.3,16007747298.5,100702622.43,-224152953.71,,,,,,,,,,,,,
2017-09-30,0.2839,33321182232.74,2614706095.91,2827229775.85,,13276268635.75,13276970982.56,564543269.0,1474529478.91,-245103813.2,2688910538,12922279366.3,-6984416745.37,29238844155.64,764005913.03,26866000.0,-475587053.86,1294177490.7,33252584941.33,1399694240.18,,286877655.46,7460656319.62,-1189942466.65,,260613263.65,15858068148.56,-333031964.95,67468887106.36,48272440716.59,,,7460656319.62,620835085.89,1179096128.95,110501950.48,702346.81,29131177674.78,32949689336.28,6463356114.3,,91991274292.57,2689254119.0,24522387186.21,2740223683.7,763479244.39,150326365.22,918482865.3,2721369400.59,0.2839,4796669367.69,12602875035.85,2689254119.0,1165656405.83,-1100092666.0,220598111.23,4121407266.55,-593377848.23,763479244.39,53069110084.28,11732336899.65,16374230860.67,9678751.47,-1162644491.4,,,,,,,,,,,,,
2017-12-31,,34030840901.51,2702435313.45,3309669600.77,,14842079906.16,14842722485.11,620149536.71,-264993677.29,-101422475.93,2688910538,11732336899.65,-5605580501.49,27295193950.08,1114124794.59,-16517500.0,-561919706.55,1035208373.7,31815723964.66,1541365836.88,,57573051.38,8691631838.06,1837077219.9,,338821388.19,16578286734.95,-196459492.66,68642254393.3,49631809752.89,,,8691631838.06,495822289.28,1270971074.04,241288030.51,642578.95,27470845990.19,31377360526.73,6606706225.89,,94344475177.12,,25702220783.82,2958798614.06,832043958.62,213043395.32,932149685.85,3391061003.26,,5036815468.08,13745925305.56,,733922584.47,488800000.0,270394762.84,4344877974.47,-427555232.33,832043958.62,54668625220.97,13569414119.55,17269955876.07,520634170.5,-146592036.91,,,,,,,,,,,,,
2018-03-31,0.3655,37538028790.58,3664394840.89,3834766048.82,,17826291435.29,17838518778.14,806964949.86,201471325.57,-31810000.0,2842089322,13569414119.55,-10015072416.32,31891762288.74,1152219402.36,2532056255.09,-458415786.81,1623202433.64,36386104395.22,1812799934.76,,2094455818.69,9187787361.33,2994552684.13,,328907066.79,17602004811.53,-3918597070.81,83506549526.78,67065843409.68,,,9187787361.33,430097688.33,1522016140.29,-362730928.1,12227342.85,30928135912.76,37865452464.36,9726215379.94,,114021940622.14,2790812581.0,30515391095.36,963163683.83,1020041998.27,222929357.0,1193109073.5,3780755266.58,0.3655,3139166032.39,23738860293.29,2790812581.0,515017916.94,-200500000.0,290783794.47,5457968482.46,-4406160515.63,1020041998.27,70205009442.07,16563966803.68,20734057169.19,2041989387.1,-281359808.34,,,,,,,,,,,,,
2018-06-30,,37387876923.36,3762395881.72,3815819126.86,,18032786626.83,18032786626.83,867527579.64,770560786.1,-378520747.29,2842089322,16563966803.68,-8066416818.21,33217385938.55,2844801958.46,1867231.59,-454349654.42,1673984749.6,39492588598.23,1931150916.97,,3185953562.31,9428678274.81,64013462.76,,320877201.95,17633482490.7,-325196928.3,87116843774.75,71619605521.46,,,9428678274.81,524739307.75,1582920520.79,530482980.68,,34002784721.77,40544136232.35,10603457700.25,,119010465707.26,,31893621932.51,1009143482.62,1013264348.26,191987094.27,1262043318.84,3266279246.06,,3313542781.03,25224341602.74,,615407018.66,-501608887.06,348230396.18,5489803876.46,-810455455.12,1013264348.26,74933148302.49,16627980266.44,21401932035.44,-2488338591.11,-396172367.37,,,,,,,,,,,,,
2018-09-30,0.4738,38542762602.07,3903211505.86,4173732424.01,,17113155672.1,17113155672.1,845358324.21,256471829.81,-110854626.49,2842089322,16627980266.44,-17813163447.47,36050496424.69,2456905277.21,64697020.51,-406670061.54,1493168222.38,41722890300.01,2084745828.92,,3355943190.36,9711979586.03,-1057866353.54,,149047197.77,18977757852.97,-1094381462.11,91240299612.96,73774947168.31,277181770.33,,9711979586.03,486938352.95,1651137109.31,246078327.95,,36055989653.62,44388773865.16,12286024932.05,,124691859904.98,2825204690.0,33451560292.02,2736191474.14,1338581982.09,200053262.73,1502089911.54,3810796856.27,0.4738,5001145086.81,25645691833.07,2825204690.0,561063473.1,-343696731.91,433608719.61,5666900646.39,-1690229801.78,1338581982.09,78776092255.12,15570113912.9,23224706499.04,45830100.67,-1366477405.63,,,,,,,,,,,,,
2018-12-31,,39013570426.62,4283165107.84,4501947461.14,,18694668989.13,18694668989.13,866912020.83,103259607.97,-379407053.13,2842089322,15570113912.9,-17311930961.49,35147967041.65,1234477479.37,26129624.55,-623608661.29,1446307889.38,41482813654.87,720113930.65,,4055973605.38,10194563855.4,1035440799.59,,88285512.04,19330643209.5,36140917.29,93277882562.16,68709768031.13,304840441.48,,10194563855.4,503332200.12,587304131.3,778239218.94,,35534558304.35,42152111736.92,11345286075.81,,126879334502.88,,33601451940.72,9620297260.07,509174532.65,221675623.23,499018619.26,4275374866.49,,11736296510.44,19340296750.06,,776727816.8,-1758281.92,132809799.35,5948255350.52,-785894207.87,509174532.65,80446064541.57,16605554712.49,25024010338.41,206793087.13,-313753054.0,,,,,,,,,,,,,
2019-03-31,0.3963,40106221534.39,4265263874.6,4806395192.5,,18529547397.56,18529547397.56,847864881.55,316331932.32,-13116000.08,2842089322,16605554712.49,-11573111044.96,39707476529.2,1124598836.77,490000.0,-412806988.53,1797696556.81,46006732392.56,2050770186.28,,1956267109.73,11679658068.61,11170546.5,,342994658.05,20373368693.46,-360281630.51,99029727318.23,73474127542.42,270986905.84,,11679658068.61,469969934.2,1718533120.27,-259146017.42,,39402640643.25,46589973548.36,11449465627.36,,134466003459.7,2842172770.0,35436276141.47,9516880146.04,1126353068.85,252533382.63,1375538462.22,4466882082.86,0.3963,13008817949.79,21241543950.87,2842172770.0,724707631.67,-299903998.0,332237066.01,6604091749.31,-766738802.91,1126353068.85,86482945492.21,16616725258.99,24338494809.15,25520848.46,-339261763.01,,,,,,,,,,,,,
2019-06-30,,40085476040.25,4209446118.62,4571874432.53,,18774720082.69,18774720082.69,834388441.9,693981137.21,-198190509.54,2842089322,16616725258.99,-10767558442.66,38771406633.04,1436056168.79,7660000.0,-466910185.93,2112358571.85,46568502023.25,2209873652.83,,2381864463.26,11971340779.04,-1225161867.89,,348373019.97,20390748274.32,-275232108.47,97926753877.16,73982164429.39,293158306.72,,11971340779.04,429469029.98,1723458666.75,1402135925.91,,39884269018.87,47772261473.48,11483589547.98,,133914176949.58,,35987423072.42,9134825030.83,1160008225.11,210303761.49,1375085646.78,4292535980.26,,12094019582.42,20808299569.91,,811167140.63,-740012626.17,486414986.08,6684233004.38,-942118401.48,1160008225.11,86076184011.81,15391563391.1,23877794682.65,-271260832.83,-333982373.77,,,,,,,,,,,,,
2019-09-30,0.3915,40927773528.29,4095539823.34,4665365542.47,,17229325745.88,17229325745.88,786836381.32,165212650.32,6576567.53,2842089322,15391563391.1,-2802008189.55,39532968930.59,1306654934.1,,-801054978.91,1722176892.29,48041762626.62,1967796542.77,,2553633413.96,12130605406.03,-1051678513.88,,269060729.68,21503363781.09,-40091876.25,99092795621.95,74593504701.12,295657399.35,,12130605406.03,411991759.89,1562863318.54,108676142.07,,41654220191.86,50335040582.16,11481229869.96,,135649360878.63,2841929775.0,36556565256.68,9447282092.99,1112615506.77,201622068.21,1293802588.86,4322063704.07,0.3915,12282983180.74,20887450583.19,2841929775.0,954889517.13,-15263421.38,404933224.23,6387542434.76,-50871254.35,1112615506.77,86876487881.86,14339884877.22,24233085858.88,-163760668.1,-1621868195.88,,,,,,,,,,,,,
